Meyers Leonard,Center,Milwaukee Bucks,9,,,,,,
Rudy Gobert ,Center,Minnesota Timberwolves,9,"38,172,414",23.7,,1610650.38,NO,All-Star
Karl-Anthony Towns ,Center,Minnesota Timberwolves,7,"33,833,400",23.6,,1433618.644,NO,All-Star
Anthony Edwards ,Shooting Guard,Minnesota Timberwolves,2,"10,733,400",17.3,,620427.7457,NO,Starter
Mike Conley ,Point Guard,Minnesota Timberwolves,15,"22,680,000",16.5,,1374545.455,NO,Starter
Kyle Anderson ,Small Forward,Minnesota Timberwolves,8,"8,780,488",8.4,,1045296.19,NO,Fringe Starter
Jaylen Nowell ,Shooting Guard,Minnesota Timberwolves,3,"1,930,681",7.8,,247523.2051,NO,Sixth Man
Jaden McDaniels ,Power Forward,Minnesota Timberwolves,2,"2,161,440",6.5,,332529.2308,NO,Sixth Man
Bryn Forbes,Shooting Guard,Minnesota Timberwolves,6,,5.5,,,,
Jordan McLaughlin,Point Guard,Minnesota Timberwolves,3,,5.3,,,,
Naz Reid,Center,Minnesota Timberwolves,3,,5.3,,,,
Taurean Prince,Small Forward,Minnesota Timberwolves,6,,5.2,,,,
Austin Rivers,Shooting Guard,Minnesota Timberwolves,10,,4.8,,,,
Nickeil Alexander-Walker,Shooting Guard,Minnesota Timberwolves,3,,4.6,,,,
Josh Minott,Small Forward,Minnesota Timberwolves,0,,,,,,
Nathan Knight,Power Forward,Minnesota Timberwolves,2,,,,,,
Wendell Moore Jr.,Shooting Guard,Minnesota Timberwolves,0,,,,,,
Zion Williamson ,Power Forward,New Orleans Pelicans,2,"13,534,817",23.2,,583397.2845,NO,All-Star
Brandon Ingram ,Small Forward,New Orleans Pelicans,6,"31,650,600",18.5,,1710843.243,NO,Starter
Jonas Valanciunas ,Center,New Orleans Pelicans,10,"14,700,000",16,,918750,NO,Starter
CJ McCollum ,Shooting Guard,New Orleans Pelicans,9,"33,333,333",14.7,,2267573.673,NO,Starter
Josh Richardson ,Shooting Guard,New Orleans Pelicans,7,"12,196,094",9.7,,1257329.278,NO,Fringe Starter
Herbert Jones ,Small Forward,New Orleans Pelicans,1,"1,700,000",9.3,,182795.6989,NO,Fringe Starter
Jaxson Hayes ,Center,New Orleans Pelicans,3,"6,803,012",8.6,,791047.907,NO,Fringe Starter
Jose Alvarado ,Point Guard,New Orleans Pelicans,1,"1,563,518",8.6,,181804.4186,NO,Fringe Starter
Willy Hernangomez,Center,New Orleans Pelicans,6,"2,443,581",7.6,,321523.8158,NO,Sixth Man
Larry Nance Jr ,Power Forward,New Orleans Pelicans,7,"9,672,727",6,,1612121.167,NO,Role Player
Trey Murphy III,Small Forward,New Orleans Pelicans,1,,4.1,,,,
Naji Marshall,Small Forward,New Orleans Pelicans,2,,3.2,,,,
Kira Lewis Jr.,Point Guard,New Orleans Pelicans,2,,-0.7,,,,
Garrett Temple,Shooting Guard,New Orleans Pelicans,12,,-1.5,,,,
Dyson Daniels,Point Guard,New Orleans Pelicans,0,,,,,,
Jalen Brunson ,Point Guard,New York Knicks,4,"27,733,332",15.9,,1744234.717,NO,Starter
Isaiah Hartenstein ,Center,New York Knicks,4,"7,804,879",11.2,,696864.1964,NO,Starter
Derrick Rose,Point Guard,New York Knicks,13,,,,,,
Evan Fournier,Shooting Guard,New York Knicks,10,,,,,,
Immanuel Quickley,Point Guard,New York Knicks,2,,,,,,
Jericho Sims,Center,New York Knicks,1,,,,,,
Josh Hart,Shooting Guard,New York Knicks,5,,,,,,
Julius Randle,Power Forward,New York Knicks,8,,,,,,
Miles McBride,Point Guard,New York Knicks,1,,,,,,
Mitchell Robinson,Center,New York Knicks,4,,,,,,
Obi Toppin,Power Forward,New York Knicks,2,,,,,,
Quentin Grimes,Shooting Guard,New York Knicks,1,,,,,,
RJ Barrett,Shooting Guard,New York Knicks,3,,,,,,
Trevor Keels,Shooting Guard,New York Knicks,0,,,,,,
Dario Saric ,Power Forward,Oklahoma City Thunder,5,"9,240,000",10.6,,871698.1132,NO,Starter
Isaiah Joe,Shooting Guard,Oklahoma City Thunder,2,,2.6,,,,
Aaron Wiggins,Shooting Guard,Oklahoma City Thunder,1,,,,,,
Aleksej Pokusevski,Power Forward,Oklahoma City Thunder,2,,,,,,
Chet Holmgren,Power Forward,Oklahoma City Thunder,0,,,,,,
Eugene Omoruyi,Small Forward,Oklahoma City Thunder,1,,,,,,
Jalen Williams,Shooting Guard,Oklahoma City Thunder,0,,,,,,
Jaylin Williams,Power Forward,Oklahoma City Thunder,0,,,,,,
Jeremiah Robinson-Earl,Power Forward,Oklahoma City Thunder,1,,,,,,
Josh Giddey,Shooting Guard,Oklahoma City Thunder,1,,,,,,
Kenrich Williams,Power Forward,Oklahoma City Thunder,4,,,,,,
Luguentz Dort,Shooting Guard,Oklahoma City Thunder,3,,,,,,
Ousmane Dieng,Small Forward,Oklahoma City Thunder,0,,,,,,
Shai Gilgeous-Alexander,Point Guard,Oklahoma City Thunder,4,,,,,,
Tre Mann,Point Guard,Oklahoma City Thunder,1,,,,,,
Admiral Schofield,Power Forward,Orlando Magic,2,,,,,,
Bol Bol,Power Forward,Orlando Magic,3,,,,,,
Caleb Houstan,Small Forward,Orlando Magic,0,,,,,,
Chuma Okeke,Small Forward,Orlando Magic,2,,,,,,
Cole Anthony,Point Guard,Orlando Magic,2,,,,,,
Franz Wagner,Small Forward,Orlando Magic,1,,,,,,
Gary Harris,Shooting Guard,Orlando Magic,8,,,,,,
Jalen Suggs,Point Guard,Orlando Magic,1,,,,,,
Jonathan Isaac,Power Forward,Orlando Magic,3,,,,,,
Markelle Fultz,Point Guard,Orlando Magic,5,,,,,,
Moritz Wagner,Center,Orlando Magic,4,,,,,,
Paolo Banchero,Power Forward,Orlando Magic,0,,,,,,
Wendell Carter Jr.,Center,Orlando Magic,4,,,,,,
Joel Embiid,Center,Philadelphia 76ers,6,"31,579.39",30.5,30,1035.389836,NO,MVP Candidate
James Harden ,Shooting Guard,Philadelphia 76ers,13,"33,000,000",22.2,,1486486.486,YES,All-Star
Tyrese Maxey ,Shooting Guard,Philadelphia 76ers,2,"2,726,880",16.2,,168325.9259,NO,Starter
Tobias Harris ,Power Forward,Philadelphia 76ers,11,"37,633,050",15.7,,2397009.554,NO,Starter
Montrezl Harrell ,Center,Philadelphia 76ers,7,"2,463,490",13.5,,182480.7407,NO,Starter
De'Anthony Melton ,Point Guard,Philadelphia 76ers,4,"8,250,000",11.6,,711206.8966,NO,Starter
P.J. Tucker ,Power Forward,Philadelphia 76ers,11,"10,490,000",10.4,,1008653.846,NO,Starter
Georges Niang ,Power Forward,Philadelphia 76ers,6,"3,465,000",6.7,,517164.1791,NO,Sixth Man
Dewayne Dedmon ,Center,Philadelphia 76ers,9,"2,866,667",6.3,,455026.5079,NO,Role Player
Danuel House ,Small Forward,Philadelphia 76ers,6,"4,105,000",5.9,,695762.7119,NO,Role Player
Furkan Korkmaz,Shooting Guard,Philadelphia 76ers,5,,5.8,,0,NO,Role Player
Shake Milton,Shooting Guard,Philadelphia 76ers,4,,5.6,,0,NO,Role Player
Paul Reed,Center,Philadelphia 76ers,2,,2.4,,,,
Jaden Springer,Shooting Guard,Philadelphia 76ers,1,,-2.4,,,,
Jalen McDaniels,Small Forward,Philadelphia 76ers,3,,,,,,
T.J. Warren,Small Forward,Phoenix Suns,7,"1,836,090",-,6.8,#VALUE!,YES,Benchwarmer
Kevin Durant,Small Forward,Phoenix Suns,14,"44,119,845",28.6,28.4,1542651.923,NO,All-Star Starter
Devin Booker ,Shooting Guard,Phoenix Suns,7,"33,833,400",25.7,,1316474.708,NO,All-Star Starter
Chris Paul ,Point Guard,Phoenix Suns,17,"28,400,000",23.8,,1193277.311,NO,All-Star
Deandre Ayton ,Center,Phoenix Suns,4,"30,913,750",21.2,,1458195.755,NO,Fringe All-Star
Cameron Payne ,Point Guard,Phoenix Suns,7,"6,000,000",10.5,,571428.5714,NO,Starter
Landry Shamet ,Shooting Guard,Phoenix Suns,4,"9,500,000",7.5,,1266666.667,NO,Sixth Man
Bismack Biyombo ,Center,Phoenix Suns,11,"1,836,090",6.9,,266100,NO,Sixth Man
Damion Lee ,Shooting Guard,Phoenix Suns,5,"1,836,090",6.9,,266100,NO,Sixth Man
Jock Landale,Center,Phoenix Suns,1,,3.8,,,,
Josh Okogie,Shooting Guard,Phoenix Suns,4,,3,,,,
Torrey Craig,Small Forward,Phoenix Suns,5,,2.9,,,,
Ish Wainwright,Small Forward,Phoenix Suns,1,,2.6,,,,
Darius Bazley,Power Forward,Phoenix Suns,3,,,,,,
Terrence Ross,Shooting Guard,Phoenix Suns,10,,,,,,
Matisse Thybulle ,Shooting Guard,Portland Trailblazers,3,"4,379,527",7.4,,591827.973,NO,Sixth Man
Kevin Knox,Small Forward,Portland Trailblazers,4,,-0.3,,,,
Anfernee Simons,Shooting Guard,Portland Trailblazers,4,,,,,,
Cam Reddish,Small Forward,Portland Trailblazers,3,,,,,,
Damian Lillard,Point Guard,Portland Trailblazers,10,,,,,,
Drew Eubanks,Center,Portland Trailblazers,4,,,,,,
Jabari Walker,Small Forward,Portland Trailblazers,0,,,,,,
Jerami Grant,Power Forward,Portland Trailblazers,8,,,,,,
Justise Winslow,Small Forward,Portland Trailblazers,7,,,,,,
Jusuf Nurkic,Center,Portland Trailblazers,8,,,,,,
Keon Johnson,Shooting Guard,Portland Trailblazers,1,,,,,,
Nassir Little,Small Forward,Portland Trailblazers,3,,,,,,
Ryan Arcidiacono,Point Guard,Portland Trailblazers,5,,,,,,
Shaedon Sharpe,Shooting Guard,Portland Trailblazers,0,,,,,,
Tredon Watford,Power Forward,Portland Trailblazers,1,,,,,,
Kevin Huerter ,Shooting Guard,Sacramento Kings,4,"14,508,929",10.8,,1343419.352,NO,Starter
Malik Monk ,Shooting Guard,Sacramento Kings,5,"9,472,219",10.7,,885254.1121,NO,Starter
Kessler Edwards,Small Forward,Sacramento Kings,1,"1,637,966",2.9,0.4,564815.8621,NO,Role Player
Alex Len,Center,Sacramento Kings,9,,,,,,
Chimezie Metu,Center,Sacramento Kings,4,,,,,,
Davion Mitchell,Point Guard,Sacramento Kings,1,,,,,,
De'Aaron Fox,Point Guard,Sacramento Kings,5,,,,,,
Domantas Sabonis,Center,Sacramento Kings,6,,,,,,
Harrison Barnes,Power Forward,Sacramento Kings,10,,,,,,
Keegan Murray,Small Forward,Sacramento Kings,0,,,,,,
KZ Okpala,Power Forward,Sacramento Kings,3,,,,,,
Matthew Dellavedova,Point Guard,Sacramento Kings,8,,,,,,
Richaun Holmes,Center,Sacramento Kings,7,,,,,,
Terence Davis,Shooting Guard,Sacramento Kings,3,,,,,,
Trey Lyles,Power Forward,Sacramento Kings,7,,,,,,
Keldon Johnson ,Small Forward,San Antonio Spurs,3,"3,873,025",13.4,,289031.7164,NO,Starter
Devin Vassell ,Small Forward,San Antonio Spurs,2,"4,437,000",9.6,,462187.5,NO,Fringe Starter
Devonte' Graham ,Point Guard,San Antonio Spurs,4,"11,550,000",9.2,,1255434.783,NO,Fringe Starter
Zach Collins ,Power Forward,San Antonio Spurs,4,"7,350,000",8.4,,875000,NO,Fringe Starter
Doug McDermott ,Small Forward,San Antonio Spurs,8,"13,750,000",6.3,,2182539.683,NO,Role Player
Tre Jones ,Point Guard,San Antonio Spurs,2,"1,782,621",5.9,,302139.1525,NO,Role Player
Keita Bates-Diop,Small Forward,San Antonio Spurs,4,,4.9,,,,
Romeo Langford,Shooting Guard,San Antonio Spurs,3,,3.5,,,,
Joshua Primo,Shooting Guard,San Antonio Spurs,1,,2,,,,
Gorgui Dieng,Center,San Antonio Spurs,9,,1.8,,,,
Charles Bassey,Center,San Antonio Spurs,1,,1.7,,,,
Blake Wesley,Shooting Guard,San Antonio Spurs,0,,,,,,
Isaiah Roby,Power Forward,San Antonio Spurs,3,,,,,,
Jeremy Sochan,Power Forward,San Antonio Spurs,0,,,,,,
Malaki Branham,Small Forward,San Antonio Spurs,0,,,,,,
Name,Position ,Team,Experience (Years),Salary (Dollars),2021 Score,2022 Projected,Salary Ratio,Small Sample Size?,Player Role?
Pascal Siakam ,Power Forward,Toronto Raptors,6,"35,448,672",21.7,,1633579.355,NO,Fringe All-Star
Fred VanVleet,Point Guard,Toronto Raptors,6,"21,250,000",19,,1118421.053,NO,Starter
Jakob Poeltl ,Center,Toronto Raptors,6,"9,398,148",15.3,,614258.0392,NO,Starter
OG Anunoby ,Small Forward,Toronto Raptors,5,"17,357,143",15.3,,1134453.791,NO,Starter
Gary Trent Jr ,Shooting Guard,Toronto Raptors,4,"17,505,000",14.7,,1190816.327,NO,Starter
Scottie Barnes ,Power Forward,Toronto Raptors,1,"7,644,600",14,,546042.8571,NO,Starter
Otto Porter ,Small Forward,Toronto Raptors,9,"6,000,000",11.9,,504201.6807,NO,Starter
Chris Boucher,Power Forward,Toronto Raptors,5,"12,690,000",10.7,,1185981.308,NO,Starter
Precious Achiuwa ,Center,Toronto Raptors,2,"2,840,160",7.9,,359513.9241,NO,Sixth Man
Thaddeus Young ,Power Forward,Toronto Raptors,15,"8,000,000",6.6,,1212121.212,NO,Sixth Man
Khem Birch,Center,Toronto Raptors,5,,5.3,,,,
Dalano Banton,Point Guard,Toronto Raptors,1,,3,,,,
Juancho Hernangomez,Power Forward,Toronto Raptors,6,,2.8,,,,
Malachi Flynn,Point Guard,Toronto Raptors,2,,2.8,,,,
Joe Wieskamp,Small Forward,Toronto Raptors,1,,1.3,,,,
Christian Koloko,Center,Toronto Raptors,0,,,,,,
Jordan Clarkson,Shooting Guard,Utah Jazz,8,"13,340,000",14.9,,895302.0134,NO,Starter
Lauri Markkanen ,Power Forward,Utah Jazz,5,"16,475,454",13.7,,1202587.883,NO,Starter
Rudy Gay ,Small Forward,Utah Jazz,16,"6,184,500",9.2,,672228.2609,NO,Fringe Starter
Collin Sexton,Shooting Guard,Utah Jazz,4,,5.8,,,,
Talen Horton-Tucker,Shooting Guard,Utah Jazz,3,,5.5,,,,
Udoka Azubuike,Center,Utah Jazz,2,,4.5,,,,
Juan Toscano-Anderson,Small Forward,Utah Jazz,3,,4.2,,,,
Leandro Bolmaro,Shooting Guard,Utah Jazz,1,,1,,,,
Damian Jones,Center,Utah Jazz,6,,,,,,
Frank Jackson,Point Guard,Utah Jazz,4,,,,,,
Kelly Olynyk,Center,Utah Jazz,9,,,,,,
Kris Dunn,Point Guard,Utah Jazz,6,,,,,,
Ochai Agbaji,Shooting Guard,Utah Jazz,0,,,,,,
Simone Fontecchio,Small Forward,Utah Jazz,0,,,,,,
Walker Kessler,Center,Utah Jazz,0,,,,,,
Monte Morris ,Point Guard,Washington Wizards,5,"9,125,000",14.5,,629310.3448,NO,Starter
Will Barton ,Shooting Guard,Washington Wizards,10,"14,375,000",12.3,,1168699.187,NO,Starter
Delon Wright ,Point Guard,Washington Wizards,7,"7,804,878",6.7,,1164907.164,NO,Sixth Man
Anthony Gill,Power Forward,Washington Wizards,2,,,,,,
Bradley Beal,Shooting Guard,Washington Wizards,10,,,,,,
Corey Kispert,Small Forward,Washington Wizards,1,,,,,,
Daniel Gafford,Center,Washington Wizards,3,,,,,,
Deni Avdija,Small Forward,Washington Wizards,2,,,,,,
Isaiah Todd,Power Forward,Washington Wizards,1,,,,,,
Johnny Davis,Shooting Guard,Washington Wizards,0,,,,,,
Kendrick Nunn,Point Guard,Washington Wizards,2,,,,,,
Kristaps Porzingis,Center,Washington Wizards,6,,,,,,
Kyle Kuzma,Power Forward,Washington Wizards,5,,,,,,
Taj Gibson,Center,Washington Wizards,13,,,,,,
Vernon Carey Jr.,Center,Washington Wizards,2,,,,,,
